cell	bio_celltype
cell_7156	(7) Artrial cardiomyocytes
cell_7158	(7) Artrial cardiomyocytes
cell_7162	(7) Artrial cardiomyocytes
cell_7164	(7) Artrial cardiomyocytes
cell_7165	(7) Artrial cardiomyocytes
cell_7169	(9) Epicardial cells
cell_7172	(0) Capillary endothelium
cell_7173	(9) Epicardial cells
cell_7174	(7) Artrial cardiomyocytes
cell_7175	(9) Epicardial cells
cell_7180	(7) Artrial cardiomyocytes
cell_7184	(7) Artrial cardiomyocytes
cell_7186	(9) Epicardial cells
cell_7187	(7) Artrial cardiomyocytes
cell_7188	(7) Artrial cardiomyocytes
cell_7189	(7) Artrial cardiomyocytes
cell_7190	(7) Artrial cardiomyocytes
cell_7191	(7) Artrial cardiomyocytes
cell_7195	(9) Epicardial cells
cell_7198	(7) Artrial cardiomyocytes
cell_7199	(7) Artrial cardiomyocytes
cell_7202	(7) Artrial cardiomyocytes
cell_7205	(7) Artrial cardiomyocytes
cell_7207	(7) Artrial cardiomyocytes
cell_7209	(7) Artrial cardiomyocytes
cell_7211	(7) Artrial cardiomyocytes
cell_7213	(2) Fribroblast-like (AV mesenchyme related)
cell_7216	(7) Artrial cardiomyocytes
cell_7220	(7) Artrial cardiomyocytes
cell_7221	(7) Artrial cardiomyocytes
cell_7223	(7) Artrial cardiomyocytes
cell_7226	(7) Artrial cardiomyocytes
cell_7228	(7) Artrial cardiomyocytes
cell_7229	(7) Artrial cardiomyocytes
cell_7232	(7) Artrial cardiomyocytes
cell_7233	(7) Artrial cardiomyocytes
cell_7238	(7) Artrial cardiomyocytes
cell_7241	(7) Artrial cardiomyocytes
cell_7243	(10) Endothelium/ pericytes/ adventia
cell_7245	(7) Artrial cardiomyocytes
cell_7246	(7) Artrial cardiomyocytes
cell_7249	(7) Artrial cardiomyocytes
cell_7265	(0) Capillary endothelium
cell_7273	(7) Artrial cardiomyocytes
cell_7279	(7) Artrial cardiomyocytes
cell_7287	(7) Artrial cardiomyocytes
cell_7289	(7) Artrial cardiomyocytes
cell_7292	(7) Artrial cardiomyocytes
cell_7293	(10) Endothelium/ pericytes/ adventia
cell_7299	(7) Artrial cardiomyocytes
cell_7310	(7) Artrial cardiomyocytes
cell_7311	(10) Endothelium/ pericytes/ adventia
cell_7315	(7) Artrial cardiomyocytes
cell_7319	(7) Artrial cardiomyocytes
cell_7321	(7) Artrial cardiomyocytes
cell_7322	(7) Artrial cardiomyocytes
cell_7330	(7) Artrial cardiomyocytes
cell_7331	(7) Artrial cardiomyocytes
cell_7334	(7) Artrial cardiomyocytes
cell_7337	(7) Artrial cardiomyocytes
cell_7343	(7) Artrial cardiomyocytes
cell_7344	(7) Artrial cardiomyocytes
cell_7345	(7) Artrial cardiomyocytes
cell_7346	(7) Artrial cardiomyocytes
cell_7354	(7) Artrial cardiomyocytes
cell_7355	(0) Capillary endothelium
cell_7362	(7) Artrial cardiomyocytes
cell_7363	(7) Artrial cardiomyocytes
cell_7364	(7) Artrial cardiomyocytes
cell_7366	(7) Artrial cardiomyocytes
cell_7368	(0) Capillary endothelium
cell_7370	(7) Artrial cardiomyocytes
cell_7371	(7) Artrial cardiomyocytes
cell_7372	(10) Endothelium/ pericytes/ adventia
cell_7373	(10) Endothelium/ pericytes/ adventia
cell_7374	(7) Artrial cardiomyocytes
cell_7375	(7) Artrial cardiomyocytes
cell_7377	(0) Capillary endothelium
cell_7378	(7) Artrial cardiomyocytes
cell_7379	(7) Artrial cardiomyocytes
cell_7380	(7) Artrial cardiomyocytes
cell_7381	(7) Artrial cardiomyocytes
cell_7384	(7) Artrial cardiomyocytes
cell_7385	(7) Artrial cardiomyocytes
cell_7387	(7) Artrial cardiomyocytes
cell_7388	(7) Artrial cardiomyocytes
cell_7389	(7) Artrial cardiomyocytes
cell_7392	(7) Artrial cardiomyocytes
cell_7393	(7) Artrial cardiomyocytes
cell_7394	(7) Artrial cardiomyocytes
cell_7396	(7) Artrial cardiomyocytes
cell_7397	(7) Artrial cardiomyocytes
cell_7398	(7) Artrial cardiomyocytes
cell_7399	(7) Artrial cardiomyocytes
cell_7400	(7) Artrial cardiomyocytes
cell_7401	(7) Artrial cardiomyocytes
cell_7403	(7) Artrial cardiomyocytes
cell_7404	(7) Artrial cardiomyocytes
cell_7405	(7) Artrial cardiomyocytes
cell_7406	(7) Artrial cardiomyocytes
cell_7407	(7) Artrial cardiomyocytes
cell_7409	(7) Artrial cardiomyocytes
cell_7411	(0) Capillary endothelium
cell_7414	(7) Artrial cardiomyocytes
cell_7415	(7) Artrial cardiomyocytes
cell_7416	(7) Artrial cardiomyocytes
cell_7417	(7) Artrial cardiomyocytes
cell_7418	(7) Artrial cardiomyocytes
cell_7419	(7) Artrial cardiomyocytes
cell_7420	(7) Artrial cardiomyocytes
cell_7421	(7) Artrial cardiomyocytes
cell_7422	(7) Artrial cardiomyocytes
cell_7423	(7) Artrial cardiomyocytes
cell_7425	(7) Artrial cardiomyocytes
cell_7426	(8) Fibroblast-like (outflow tract & valve related)
cell_7428	(7) Artrial cardiomyocytes
cell_7429	(7) Artrial cardiomyocytes
cell_7430	(7) Artrial cardiomyocytes
cell_7431	(7) Artrial cardiomyocytes
cell_7432	(10) Endothelium/ pericytes/ adventia
cell_7433	(7) Artrial cardiomyocytes
cell_7434	(7) Artrial cardiomyocytes
cell_7435	(7) Artrial cardiomyocytes
cell_7436	(7) Artrial cardiomyocytes
cell_7437	(7) Artrial cardiomyocytes
cell_7438	(7) Artrial cardiomyocytes
cell_7440	(0) Capillary endothelium
cell_7441	(7) Artrial cardiomyocytes
cell_7442	(7) Artrial cardiomyocytes
cell_7443	(7) Artrial cardiomyocytes
cell_7444	(7) Artrial cardiomyocytes
cell_7445	(7) Artrial cardiomyocytes
cell_7446	(7) Artrial cardiomyocytes
cell_7447	(7) Artrial cardiomyocytes
cell_7448	(7) Artrial cardiomyocytes
cell_7449	(7) Artrial cardiomyocytes
cell_7450	(7) Artrial cardiomyocytes
cell_7451	(7) Artrial cardiomyocytes
cell_7452	(7) Artrial cardiomyocytes
cell_7453	(2) Fribroblast-like (AV mesenchyme related)
cell_7455	(7) Artrial cardiomyocytes
cell_7456	(7) Artrial cardiomyocytes
cell_7458	(7) Artrial cardiomyocytes
cell_7459	(10) Endothelium/ pericytes/ adventia
cell_7460	(7) Artrial cardiomyocytes
cell_7461	(7) Artrial cardiomyocytes
cell_7462	(7) Artrial cardiomyocytes
cell_7463	(7) Artrial cardiomyocytes
cell_7464	(7) Artrial cardiomyocytes
cell_7465	(7) Artrial cardiomyocytes
cell_7467	(10) Endothelium/ pericytes/ adventia
cell_7468	(7) Artrial cardiomyocytes
cell_7469	(7) Artrial cardiomyocytes
cell_7470	(7) Artrial cardiomyocytes
cell_7471	(7) Artrial cardiomyocytes
cell_7472	(7) Artrial cardiomyocytes
cell_7473	(7) Artrial cardiomyocytes
cell_7474	(7) Artrial cardiomyocytes
cell_7475	(0) Capillary endothelium
cell_7476	(7) Artrial cardiomyocytes
cell_7477	(7) Artrial cardiomyocytes
cell_7478	(7) Artrial cardiomyocytes
cell_7479	(7) Artrial cardiomyocytes
cell_7480	(7) Artrial cardiomyocytes
cell_7481	(7) Artrial cardiomyocytes
cell_7483	(0) Capillary endothelium
cell_7488	(7) Artrial cardiomyocytes
cell_7492	(7) Artrial cardiomyocytes
cell_7500	(7) Artrial cardiomyocytes
cell_7503	(7) Artrial cardiomyocytes
cell_7506	(7) Artrial cardiomyocytes
cell_7507	(9) Epicardial cells
cell_7509	(0) Capillary endothelium
cell_7511	(0) Capillary endothelium
cell_7518	(7) Artrial cardiomyocytes
cell_7520	(7) Artrial cardiomyocytes
cell_7523	(9) Epicardial cells
cell_7524	(7) Artrial cardiomyocytes
cell_7529	(10) Endothelium/ pericytes/ adventia
cell_7531	(7) Artrial cardiomyocytes
cell_7538	(2) Fribroblast-like (AV mesenchyme related)
cell_7539	(7) Artrial cardiomyocytes
cell_7547	(7) Artrial cardiomyocytes
cell_7548	(8) Fibroblast-like (outflow tract & valve related)
cell_7553	(8) Fibroblast-like (outflow tract & valve related)
cell_7555	(7) Artrial cardiomyocytes
cell_7556	(0) Capillary endothelium
cell_7557	(7) Artrial cardiomyocytes
cell_7560	(7) Artrial cardiomyocytes
cell_7561	(7) Artrial cardiomyocytes
cell_7562	(0) Capillary endothelium
cell_7568	(7) Artrial cardiomyocytes
cell_7569	(7) Artrial cardiomyocytes
cell_7571	(7) Artrial cardiomyocytes
cell_7575	(2) Fribroblast-like (AV mesenchyme related)
cell_7577	(7) Artrial cardiomyocytes
cell_7578	(0) Capillary endothelium
cell_7579	(7) Artrial cardiomyocytes
cell_7582	(0) Capillary endothelium
cell_7583	(0) Capillary endothelium
cell_7584	(0) Capillary endothelium
cell_7585	(0) Capillary endothelium
cell_7586	(9) Epicardial cells
cell_7587	(7) Artrial cardiomyocytes
cell_7591	(7) Artrial cardiomyocytes
cell_7592	(14) Cells related to cardiac neural crest
cell_7596	(7) Artrial cardiomyocytes
cell_7598	(0) Capillary endothelium
cell_7601	(7) Artrial cardiomyocytes
cell_7602	(7) Artrial cardiomyocytes
cell_7603	(7) Artrial cardiomyocytes
cell_7607	(7) Artrial cardiomyocytes
cell_7608	(3) Subepicardial cells
cell_7611	(7) Artrial cardiomyocytes
cell_7612	(7) Artrial cardiomyocytes
cell_7613	(7) Artrial cardiomyocytes
cell_7614	(7) Artrial cardiomyocytes
cell_7616	(7) Artrial cardiomyocytes
cell_7619	(7) Artrial cardiomyocytes
cell_7623	(7) Artrial cardiomyocytes
cell_7625	(0) Capillary endothelium
cell_7626	(0) Capillary endothelium
cell_7627	(0) Capillary endothelium
cell_7628	(7) Artrial cardiomyocytes
cell_7629	(0) Capillary endothelium
cell_7631	(7) Artrial cardiomyocytes
cell_7632	(7) Artrial cardiomyocytes
cell_7633	(7) Artrial cardiomyocytes
cell_7635	(7) Artrial cardiomyocytes
cell_7636	(7) Artrial cardiomyocytes
cell_7637	(7) Artrial cardiomyocytes
cell_7639	(10) Endothelium/ pericytes/ adventia
cell_7643	(0) Capillary endothelium
cell_7646	(0) Capillary endothelium
cell_7647	(7) Artrial cardiomyocytes
cell_7649	(7) Artrial cardiomyocytes
cell_7655	(0) Capillary endothelium
cell_7657	(7) Artrial cardiomyocytes
cell_7659	(7) Artrial cardiomyocytes
cell_7660	(7) Artrial cardiomyocytes
cell_7661	(7) Artrial cardiomyocytes
cell_7662	(7) Artrial cardiomyocytes
cell_7664	(7) Artrial cardiomyocytes
cell_7666	(7) Artrial cardiomyocytes
cell_7667	(7) Artrial cardiomyocytes
cell_7669	(7) Artrial cardiomyocytes
cell_7670	(7) Artrial cardiomyocytes
cell_7671	(7) Artrial cardiomyocytes
cell_7672	(7) Artrial cardiomyocytes
cell_7673	(7) Artrial cardiomyocytes
cell_7674	(7) Artrial cardiomyocytes
cell_7675	(0) Capillary endothelium
cell_7676	(0) Capillary endothelium
cell_7678	(0) Capillary endothelium
cell_7679	(7) Artrial cardiomyocytes
cell_7683	(7) Artrial cardiomyocytes
cell_7685	(7) Artrial cardiomyocytes
cell_7687	(7) Artrial cardiomyocytes
cell_7688	(7) Artrial cardiomyocytes
cell_7690	(9) Epicardial cells
cell_7691	(7) Artrial cardiomyocytes
cell_7692	(7) Artrial cardiomyocytes
cell_7696	(7) Artrial cardiomyocytes
cell_7699	(7) Artrial cardiomyocytes
cell_7700	(7) Artrial cardiomyocytes
cell_7703	(0) Capillary endothelium
cell_7704	(7) Artrial cardiomyocytes
cell_7706	(10) Endothelium/ pericytes/ adventia
cell_7708	(7) Artrial cardiomyocytes
cell_7709	(7) Artrial cardiomyocytes
cell_7711	(7) Artrial cardiomyocytes
cell_7715	(0) Capillary endothelium
cell_7716	(9) Epicardial cells
cell_7718	(7) Artrial cardiomyocytes
cell_7719	(7) Artrial cardiomyocytes
cell_7720	(0) Capillary endothelium
cell_7722	(7) Artrial cardiomyocytes
cell_7723	(7) Artrial cardiomyocytes
cell_7725	(7) Artrial cardiomyocytes
cell_7726	(7) Artrial cardiomyocytes
cell_7727	(7) Artrial cardiomyocytes
cell_7728	(7) Artrial cardiomyocytes
cell_7730	(0) Capillary endothelium
cell_7731	(7) Artrial cardiomyocytes
cell_7736	(5) Smooth muscle cells/ fibroblast-like
cell_7737	(7) Artrial cardiomyocytes
cell_7738	(7) Artrial cardiomyocytes
cell_7740	(7) Artrial cardiomyocytes
cell_7741	(7) Artrial cardiomyocytes
cell_7742	(0) Capillary endothelium
cell_7743	(0) Capillary endothelium
cell_7744	(0) Capillary endothelium
cell_7748	(7) Artrial cardiomyocytes
cell_7749	(7) Artrial cardiomyocytes
cell_7750	(0) Capillary endothelium
cell_7751	(7) Artrial cardiomyocytes
cell_7752	(7) Artrial cardiomyocytes
cell_7753	(7) Artrial cardiomyocytes
cell_7754	(0) Capillary endothelium
cell_7759	(7) Artrial cardiomyocytes
cell_7760	(0) Capillary endothelium
cell_7762	(7) Artrial cardiomyocytes
cell_7764	(0) Capillary endothelium
cell_7765	(7) Artrial cardiomyocytes
cell_7766	(7) Artrial cardiomyocytes
cell_7770	(0) Capillary endothelium
cell_7771	(7) Artrial cardiomyocytes
cell_7772	(7) Artrial cardiomyocytes
cell_7776	(7) Artrial cardiomyocytes
cell_7779	(7) Artrial cardiomyocytes
cell_7781	(0) Capillary endothelium
cell_7782	(7) Artrial cardiomyocytes
cell_7784	(7) Artrial cardiomyocytes
cell_7785	(7) Artrial cardiomyocytes
cell_7791	(7) Artrial cardiomyocytes
cell_7792	(0) Capillary endothelium
cell_7793	(10) Endothelium/ pericytes/ adventia
cell_7795	(7) Artrial cardiomyocytes
cell_7798	(0) Capillary endothelium
cell_7799	(7) Artrial cardiomyocytes
cell_7802	(0) Capillary endothelium
cell_7803	(7) Artrial cardiomyocytes
cell_7807	(7) Artrial cardiomyocytes
cell_7809	(7) Artrial cardiomyocytes
cell_7810	(7) Artrial cardiomyocytes
cell_7811	(7) Artrial cardiomyocytes
cell_7813	(7) Artrial cardiomyocytes
cell_7814	(7) Artrial cardiomyocytes
cell_7818	(0) Capillary endothelium
cell_7819	(7) Artrial cardiomyocytes
cell_7820	(2) Fribroblast-like (AV mesenchyme related)
cell_7821	(7) Artrial cardiomyocytes
cell_7822	(7) Artrial cardiomyocytes
cell_7830	(7) Artrial cardiomyocytes
cell_7831	(7) Artrial cardiomyocytes
cell_7832	(0) Capillary endothelium
cell_7834	(10) Endothelium/ pericytes/ adventia
cell_7838	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_7842	(7) Artrial cardiomyocytes
cell_7843	(7) Artrial cardiomyocytes
cell_7844	(7) Artrial cardiomyocytes
cell_7847	(0) Capillary endothelium
cell_7848	(0) Capillary endothelium
cell_7849	(10) Endothelium/ pericytes/ adventia
cell_7850	(7) Artrial cardiomyocytes
cell_7852	(7) Artrial cardiomyocytes
cell_7854	(7) Artrial cardiomyocytes
cell_7856	(7) Artrial cardiomyocytes
cell_7857	(7) Artrial cardiomyocytes
cell_7859	(7) Artrial cardiomyocytes
cell_7860	(7) Artrial cardiomyocytes
cell_7862	(7) Artrial cardiomyocytes
cell_7863	(7) Artrial cardiomyocytes
cell_7864	(0) Capillary endothelium
cell_7868	(0) Capillary endothelium
cell_7872	(0) Capillary endothelium
cell_7873	(7) Artrial cardiomyocytes
cell_7875	(7) Artrial cardiomyocytes
cell_7877	(7) Artrial cardiomyocytes
cell_7879	(8) Fibroblast-like (outflow tract & valve related)
cell_7880	(0) Capillary endothelium
cell_7882	(0) Capillary endothelium
cell_7884	(7) Artrial cardiomyocytes
cell_7885	(10) Endothelium/ pericytes/ adventia
cell_7886	(7) Artrial cardiomyocytes
cell_7888	(0) Capillary endothelium
cell_7890	(2) Fribroblast-like (AV mesenchyme related)
cell_7893	(7) Artrial cardiomyocytes
cell_7897	(0) Capillary endothelium
cell_7899	(7) Artrial cardiomyocytes
cell_7902	(7) Artrial cardiomyocytes
cell_7903	(7) Artrial cardiomyocytes
cell_7905	(0) Capillary endothelium
cell_7906	(7) Artrial cardiomyocytes
cell_7908	(7) Artrial cardiomyocytes
cell_7909	(7) Artrial cardiomyocytes
cell_7910	(7) Artrial cardiomyocytes
cell_7911	(7) Artrial cardiomyocytes
cell_7914	(7) Artrial cardiomyocytes
cell_7917	(7) Artrial cardiomyocytes
cell_7919	(0) Capillary endothelium
cell_7920	(7) Artrial cardiomyocytes
cell_7921	(7) Artrial cardiomyocytes
cell_7922	(7) Artrial cardiomyocytes
cell_7923	(10) Endothelium/ pericytes/ adventia
cell_7924	(7) Artrial cardiomyocytes
cell_7925	(7) Artrial cardiomyocytes
cell_7927	(7) Artrial cardiomyocytes
cell_7929	(7) Artrial cardiomyocytes
cell_7931	(7) Artrial cardiomyocytes
cell_7932	(7) Artrial cardiomyocytes
cell_7933	(7) Artrial cardiomyocytes
cell_7934	(7) Artrial cardiomyocytes
cell_7935	(7) Artrial cardiomyocytes
cell_7936	(7) Artrial cardiomyocytes
cell_7937	(7) Artrial cardiomyocytes
cell_7939	(7) Artrial cardiomyocytes
cell_7940	(0) Capillary endothelium
cell_7942	(5) Smooth muscle cells/ fibroblast-like
cell_7943	(7) Artrial cardiomyocytes
cell_7944	(7) Artrial cardiomyocytes
cell_7945	(7) Artrial cardiomyocytes
cell_7948	(2) Fribroblast-like (AV mesenchyme related)
cell_7950	(7) Artrial cardiomyocytes
cell_7951	(7) Artrial cardiomyocytes
cell_7952	(7) Artrial cardiomyocytes
cell_7953	(7) Artrial cardiomyocytes
cell_7954	(7) Artrial cardiomyocytes
cell_7955	(7) Artrial cardiomyocytes
cell_7956	(7) Artrial cardiomyocytes
cell_7957	(7) Artrial cardiomyocytes
cell_7958	(7) Artrial cardiomyocytes
cell_7959	(7) Artrial cardiomyocytes
cell_7960	(7) Artrial cardiomyocytes
cell_7961	(2) Fribroblast-like (AV mesenchyme related)
cell_7963	(7) Artrial cardiomyocytes
cell_7965	(7) Artrial cardiomyocytes
cell_7966	(8) Fibroblast-like (outflow tract & valve related)
cell_7968	(7) Artrial cardiomyocytes
cell_7969	(7) Artrial cardiomyocytes
cell_7970	(10) Endothelium/ pericytes/ adventia
cell_7971	(0) Capillary endothelium
cell_7973	(7) Artrial cardiomyocytes
cell_7974	(7) Artrial cardiomyocytes
cell_7975	(7) Artrial cardiomyocytes
cell_7977	(7) Artrial cardiomyocytes
cell_7978	(0) Capillary endothelium
cell_7979	(7) Artrial cardiomyocytes
cell_7980	(7) Artrial cardiomyocytes
cell_7983	(7) Artrial cardiomyocytes
cell_7984	(7) Artrial cardiomyocytes
cell_7985	(7) Artrial cardiomyocytes
cell_7986	(7) Artrial cardiomyocytes
cell_7987	(7) Artrial cardiomyocytes
cell_7988	(7) Artrial cardiomyocytes
cell_7990	(8) Fibroblast-like (outflow tract & valve related)
cell_7991	(5) Smooth muscle cells/ fibroblast-like
cell_7995	(7) Artrial cardiomyocytes
cell_7996	(7) Artrial cardiomyocytes
cell_8000	(7) Artrial cardiomyocytes
cell_8001	(7) Artrial cardiomyocytes
cell_8003	(7) Artrial cardiomyocytes
cell_8004	(7) Artrial cardiomyocytes
cell_8006	(8) Fibroblast-like (outflow tract & valve related)
cell_8007	(10) Endothelium/ pericytes/ adventia
cell_8008	(7) Artrial cardiomyocytes
cell_8009	(7) Artrial cardiomyocytes
cell_8010	(10) Endothelium/ pericytes/ adventia
cell_8011	(7) Artrial cardiomyocytes
cell_8012	(7) Artrial cardiomyocytes
cell_8013	(5) Smooth muscle cells/ fibroblast-like
cell_8014	(8) Fibroblast-like (outflow tract & valve related)
cell_8015	(8) Fibroblast-like (outflow tract & valve related)
cell_8016	(8) Fibroblast-like (outflow tract & valve related)
cell_8017	(7) Artrial cardiomyocytes
cell_8018	(7) Artrial cardiomyocytes
cell_8019	(7) Artrial cardiomyocytes
cell_8023	(7) Artrial cardiomyocytes
cell_8024	(7) Artrial cardiomyocytes
cell_8026	(7) Artrial cardiomyocytes
cell_8027	(7) Artrial cardiomyocytes
cell_8028	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8030	(14) Cells related to cardiac neural crest
cell_8033	(7) Artrial cardiomyocytes
cell_8035	(7) Artrial cardiomyocytes
cell_8036	(7) Artrial cardiomyocytes
cell_8038	(14) Cells related to cardiac neural crest
cell_8039	(3) Subepicardial cells
cell_8040	(7) Artrial cardiomyocytes
cell_8041	(7) Artrial cardiomyocytes
cell_8042	(7) Artrial cardiomyocytes
cell_8043	(7) Artrial cardiomyocytes
cell_8045	(9) Epicardial cells
cell_8046	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8047	(7) Artrial cardiomyocytes
cell_8048	(9) Epicardial cells
cell_8050	(7) Artrial cardiomyocytes
cell_8054	(7) Artrial cardiomyocytes
cell_8055	(9) Epicardial cells
cell_8057	(7) Artrial cardiomyocytes
cell_8059	(10) Endothelium/ pericytes/ adventia
cell_8061	(7) Artrial cardiomyocytes
cell_8063	(9) Epicardial cells
cell_8064	(7) Artrial cardiomyocytes
cell_8065	(7) Artrial cardiomyocytes
cell_8066	(7) Artrial cardiomyocytes
cell_8067	(2) Fribroblast-like (AV mesenchyme related)
cell_8069	(9) Epicardial cells
cell_8071	(7) Artrial cardiomyocytes
cell_8073	(7) Artrial cardiomyocytes
cell_8075	(7) Artrial cardiomyocytes
cell_8076	(7) Artrial cardiomyocytes
cell_8077	(7) Artrial cardiomyocytes
cell_8081	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8082	(7) Artrial cardiomyocytes
cell_8083	(9) Epicardial cells
cell_8084	(7) Artrial cardiomyocytes
cell_8085	(7) Artrial cardiomyocytes
cell_8086	(9) Epicardial cells
cell_8088	(7) Artrial cardiomyocytes
cell_8089	(8) Fibroblast-like (outflow tract & valve related)
cell_8090	(7) Artrial cardiomyocytes
cell_8091	(7) Artrial cardiomyocytes
cell_8092	(9) Epicardial cells
cell_8094	(7) Artrial cardiomyocytes
cell_8095	(10) Endothelium/ pericytes/ adventia
cell_8096	(7) Artrial cardiomyocytes
cell_8097	(7) Artrial cardiomyocytes
cell_8098	(7) Artrial cardiomyocytes
cell_8099	(7) Artrial cardiomyocytes
cell_8100	(10) Endothelium/ pericytes/ adventia
cell_8102	(7) Artrial cardiomyocytes
cell_8103	(7) Artrial cardiomyocytes
cell_8105	(7) Artrial cardiomyocytes
cell_8106	(7) Artrial cardiomyocytes
cell_8107	(7) Artrial cardiomyocytes
cell_8108	(9) Epicardial cells
cell_8109	(7) Artrial cardiomyocytes
cell_8110	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8111	(7) Artrial cardiomyocytes
cell_8114	(10) Endothelium/ pericytes/ adventia
cell_8115	(9) Epicardial cells
cell_8117	(7) Artrial cardiomyocytes
cell_8118	(9) Epicardial cells
cell_8119	(9) Epicardial cells
cell_8120	(9) Epicardial cells
cell_8121	(2) Fribroblast-like (AV mesenchyme related)
cell_8122	(9) Epicardial cells
cell_8123	(9) Epicardial cells
cell_8125	(7) Artrial cardiomyocytes
cell_8126	(9) Epicardial cells
cell_8128	(3) Subepicardial cells
cell_8129	(9) Epicardial cells
cell_8130	(7) Artrial cardiomyocytes
cell_8131	(9) Epicardial cells
cell_8132	(9) Epicardial cells
cell_8134	(9) Epicardial cells
cell_8136	(2) Fribroblast-like (AV mesenchyme related)
cell_8137	(3) Subepicardial cells
cell_8138	(3) Subepicardial cells
cell_8139	(3) Subepicardial cells
cell_8140	(3) Subepicardial cells
cell_8141	(9) Epicardial cells
cell_8142	(7) Artrial cardiomyocytes
cell_8143	(5) Smooth muscle cells/ fibroblast-like
cell_8144	(5) Smooth muscle cells/ fibroblast-like
cell_8145	(2) Fribroblast-like (AV mesenchyme related)
cell_8146	(2) Fribroblast-like (AV mesenchyme related)
cell_8147	(3) Subepicardial cells
cell_8148	(3) Subepicardial cells
cell_8149	(9) Epicardial cells
cell_8150	(3) Subepicardial cells
cell_8152	(3) Subepicardial cells
cell_8153	(3) Subepicardial cells
cell_8154	(3) Subepicardial cells
cell_8155	(3) Subepicardial cells
cell_8156	(7) Artrial cardiomyocytes
cell_8157	(2) Fribroblast-like (AV mesenchyme related)
cell_8159	(3) Subepicardial cells
cell_8160	(3) Subepicardial cells
cell_8161	(9) Epicardial cells
cell_8162	(9) Epicardial cells
cell_8163	(10) Endothelium/ pericytes/ adventia
cell_8165	(2) Fribroblast-like (AV mesenchyme related)
cell_8166	(8) Fibroblast-like (outflow tract & valve related)
cell_8169	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8170	(9) Epicardial cells
cell_8171	(5) Smooth muscle cells/ fibroblast-like
cell_8172	(3) Subepicardial cells
cell_8173	(3) Subepicardial cells
cell_8174	(3) Subepicardial cells
cell_8175	(9) Epicardial cells
cell_8176	(2) Fribroblast-like (AV mesenchyme related)
cell_8177	(2) Fribroblast-like (AV mesenchyme related)
cell_8178	(9) Epicardial cells
cell_8179	(5) Smooth muscle cells/ fibroblast-like
cell_8180	(3) Subepicardial cells
cell_8181	(3) Subepicardial cells
cell_8182	(7) Artrial cardiomyocytes
cell_8183	(3) Subepicardial cells
cell_8184	(3) Subepicardial cells
cell_8185	(2) Fribroblast-like (AV mesenchyme related)
cell_8186	(2) Fribroblast-like (AV mesenchyme related)
cell_8187	(7) Artrial cardiomyocytes
cell_8188	(8) Fibroblast-like (outflow tract & valve related)
cell_8189	(3) Subepicardial cells
cell_8190	(9) Epicardial cells
cell_8191	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8192	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8193	(3) Subepicardial cells
cell_8194	(2) Fribroblast-like (AV mesenchyme related)
cell_8195	(2) Fribroblast-like (AV mesenchyme related)
cell_8196	(2) Fribroblast-like (AV mesenchyme related)
cell_8197	(2) Fribroblast-like (AV mesenchyme related)
cell_8198	(3) Subepicardial cells
cell_8199	(10) Endothelium/ pericytes/ adventia
cell_8200	(2) Fribroblast-like (AV mesenchyme related)
cell_8202	(3) Subepicardial cells
cell_8203	(3) Subepicardial cells
cell_8204	(3) Subepicardial cells
cell_8206	(9) Epicardial cells
cell_8207	(3) Subepicardial cells
cell_8210	(5) Smooth muscle cells/ fibroblast-like
cell_8211	(2) Fribroblast-like (AV mesenchyme related)
cell_8213	(5) Smooth muscle cells/ fibroblast-like
cell_8215	(9) Epicardial cells
cell_8217	(3) Subepicardial cells
cell_8218	(5) Smooth muscle cells/ fibroblast-like
cell_8219	(3) Subepicardial cells
cell_8220	(2) Fribroblast-like (AV mesenchyme related)
cell_8221	(8) Fibroblast-like (outflow tract & valve related)
cell_8222	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8223	(3) Subepicardial cells
cell_8224	(2) Fribroblast-like (AV mesenchyme related)
cell_8225	(2) Fribroblast-like (AV mesenchyme related)
cell_8226	(3) Subepicardial cells
cell_8227	(5) Smooth muscle cells/ fibroblast-like
cell_8228	(3) Subepicardial cells
cell_8229	(2) Fribroblast-like (AV mesenchyme related)
cell_8230	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8231	(2) Fribroblast-like (AV mesenchyme related)
cell_8232	(9) Epicardial cells
cell_8233	(2) Fribroblast-like (AV mesenchyme related)
cell_8234	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8235	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8236	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_8237	(3) Subepicardial cells
cell_8238	(2) Fribroblast-like (AV mesenchyme related)
cell_8239	(8) Fibroblast-like (outflow tract & valve related)
cell_8240	(2) Fribroblast-like (AV mesenchyme related)
cell_8241	(9) Epicardial cells
cell_8242	(2) Fribroblast-like (AV mesenchyme related)
